дівчина	девушка	0.736
дівчини	девушки	0.697
дівчинка	девочка	0.746
дівчинки	девочки	0.743
дівчинку	девочку	0.744
дівчиною	девушкой	0.686
дівчину	девушку	0.720
діда	деда	0.869
дід	дед	0.856
дідусь	дедушка	0.705
дієго	диего	0.906
дієслова	слова	0.682
дізнався	признался	0.683
дізнавшись	дождавшись	0.728
дізнається	узнает	0.724
дізналися	узнали	0.755
дізнатися	узнать	0.696
дізнаються	узнают	0.723
дій	действий	0.671
дійсність	действительность	0.680
дійсності	сущности	0.692
дійсно	ясно	0.693
дійти	дойти	0.767
дійшла	дошла	0.770
дійшли	дошли	0.787
дійшло	дошло	0.792
ділення	деления	0.691
ділить	делит	0.798
ділиться	делится	0.820
ділових	деловых	0.852
ділового	делового	0.868
ділянках	долинах	0.674
ділять	делят	0.811
діляться	делятся	0.836
дім	дом	0.756
дін	дин	0.867
дінця	донца	0.748
діонісій	дионисий	0.874
діри	дыры	0.763
дістався	достался	0.746
дісталася	досталась	0.833
дісталися	достались	0.777
дістати	достать	0.806
дістатися	добраться	0.721
дітей	детей	0.892
діти	дети	0.838
дітьми	детьми	0.886
дітям	детям	0.891
діяльність	деятельность	0.825
діяльністю	деятельностью	0.752
діяльності	деятельности	0.847
діями	действиями	0.692
діяння	деяния	0.796
діячами	деятелями	0.687
діячем	деятелем	0.710
діячі	деятели	0.707
дмитра	дмитрия	0.835
дмитрівна	дмитриевна	0.884
дмитрович	дмитриевич	0.875
дмитро́	дмитрий	0.675
дмитро	дмитрий	0.850
дмитром	дмитрием	0.819
днів	дней	0.780
дні	дни	0.850
дніпра	днепра	0.882
дніпрі	днепру	0.743
дніпровського	дмитровского	0.686
дніпро	днепр	0.766
дніпром	днепру	0.708
дніпропетровська	днепропетровска	0.847
дніпропетровськ	днепропетровск	0.851
дніпропетровський	днепропетровский	0.880
дніпропетровській	днепропетровской	0.828
дніпропетровського	днепропетровского	0.906
дніпропетровської	днепропетровской	0.877
дніпропетровському	днепропетровского	0.789
дніпропетровську	днепропетровске	0.865
дністер	днестр	0.809
дністра	днестра	0.879
добився	добился	0.855
добитися	добиться	0.893
доблесну	доблесть	0.768
добрива	удобрения	0.685
добрив	удобрений	0.750
добрий	добрый	0.859
добрим	добрым	0.825
добрих	добрых	0.885
добрі	добрые	0.752
добровільно	добровольно	0.903
добровольців	добровольцев	0.931
доброї	доброй	0.865
добували	добывали	0.906
добувають	добывают	0.799
довга	долгая	0.681
довгими	тонкими	0.691
довгих	долгих	0.775
довгого	долгого	0.809
довго	долго	0.871
довгої	долгой	0.723
довготи	долготы	0.803
доведена	доказана	0.682
доведено	доказано	0.700
доведеться	придется	0.731
довелось	пришлось	0.698
довелося	хотелось	0.674
довженка	довженко	0.855
довжина	длина	0.730
довжини	длины	0.725
довжиною	длиной	0.733
довжину	длину	0.774
довільного	произвольного	0.762
довільної	произвольной	0.701
довіри	доверия	0.828
довіру	доверие	0.758
доволі	довольно	0.781
довше	дольше	0.753
договір	договор	0.895
договори	договоры	0.931
договорів	договоров	0.912
договорі	договоре	0.884
договору	договора	0.913
додавання	добавления	0.712
додаванням	добавлением	0.733
додавати	добавлять	0.731
додав	добави	0.701
додавши	добави	0.733
додається	подается	0.738
додали	добавили	0.740
додана	добавлена	0.736
додані	добавлены	0.677
додано	добавлено	0.689
додати	добавить	0.700
додаткового	такового	0.685
додають	подают	0.717
додаються	добавляются	0.704
додому	домой	0.761
дозволено	позволено	0.845
дозволив	позволи	0.834
дозволили	позволили	0.894
дозволило	позволило	0.887
дозволити	позволить	0.841
дозволить	позволит	0.856
дозволяв	позволя	0.842
дозволяє	позволяет	0.864
дозволяється	допускается	0.685
дозволяла	позволяла	0.901
дозволяли	позволяли	0.906
дозволяло	позволяло	0.904
дозволяють	позволяют	0.867
дозволяючи	позволяя	0.780
дозрівання	созревания	0.821
доказ	доказа	0.733
докази	доказали	0.693
доказів	доказательств	0.711
доки	пока	0.739
доктори	докторов	0.782
докторів	докторов	0.870
докторська	докторская	0.824
докторський	докторской	0.745
докторських	докторских	0.889
докторської	докторской	0.856
докторську	докторскую	0.848
доктрини	доктрины	0.922
документальна	документальная	0.835
документальний	документальный	0.921
документальних	документальных	0.943
документальні	документальные	0.890
документації	документации	0.930
документація	документация	0.932
документи	документы	0.938
документів	документов	0.921
документі	документе	0.881
документу	документа	0.897
долара	доллара	0.859
долар	доллар	0.853
доларів	долларов	0.805
долати	преодолевать	0.676
долею	волей	0.699
долини	долины	0.915
долині	долине	0.895
долиною	долиной	0.859
долучився	включился	0.672
домашнє	домашнее	0.798
домашні	домашние	0.852
домашній	домашний	0.893
домашнім	домашним	0.882
домашніх	домашних	0.839
домашнього	домашнего	0.794
домашньої	домашней	0.780
домашньому	домашнем	0.792
домашню	домашней	0.708
домашня	домашняя	0.882
домени	домена	0.766
доменів	доменов	0.845
доменіко	доменико	0.915
домену	домена	0.858
домів	домов	0.773
домігся	добился	0.769
домі	доме	0.845
домініка	доминика	0.893
домінік	доминик	0.888
домінує	доминирует	0.762
домінують	доминирует	0.683
домішок	добавок	0.671
домовилися	договорились	0.776
домовленості	договоренности	0.787
домогтися	добиться	0.759
донбас	донбасс	0.858
донбасі	донбассе	0.817
донбасу	донбасса	0.821
донец	донецк	0.731
донець	донец	0.845
донецька	донецка	0.850
донецьк	донецк	0.784
донецьке	донецка	0.685
донецький	донецкий	0.820
донецькій	донецкой	0.772
донецького	донецкого	0.893
донецької	донецкой	0.833
донецькому	донецкого	0.750
донецьку	донецке	0.812
донизу	снизу	0.766
донині	поныне	0.715
донського	донского	0.877
донька	дочь	0.742
доньки	дочери	0.733
донькою	дочерью	0.690
доньку	дочь	0.706
доньок	дочь	0.671
доньці	дочери	0.695
доповнене	дополненное	0.789
доповнення	дополнения	0.812
допоки	пока	0.713
допомагав	помога	0.746
допомагає	помогает	0.747
допомагала	помогала	0.809
допомагали	помогали	0.798
допомагати	помогать	0.781
допомагають	помогают	0.790
допомагаючи	помогая	0.706
допоміг	помог	0.747
допомоги	помощи	0.729
допомогла	помогла	0.836
допомогли	помогли	0.842
допомогло	помогло	0.834
допомогою	помощью	0.753
допомогти	помочь	0.728
допомогу	помощь	0.708
допоможе	поможет	0.774
допомозі	помощи	0.684
допускає	допускает	0.875
допускається	допускается	0.903
допустити	допустить	0.904
дорівнює	равна	0.672
доріг	дорог	0.830
доріжки	дорожки	0.847
дорогі	дорогие	0.873
дорогоцінних	драгоценных	0.784
дорогою	дорогой	0.832
дорожнього	дорожного	0.913
дорозі	дороге	0.785
дорослий	взрослый	0.751
дорослих	взрослых	0.797
дорослі	взрослые	0.735
дорослого	взрослого	0.824
дорослої	взрослой	0.771
дорослому	взрослом	0.701
дорослу	взрослую	0.717
дорошенка	дорошенко	0.810
дорученням	поручению	0.773
доручення	поручения	0.834
доручено	поручено	0.854
доручень	поручений	0.774
доручив	поручи	0.811
доручили	поручили	0.849
досить	хоть	0.687
дослівно	дословно	0.871
дослідження	исследования	0.710
дослідженнями	исследованиями	0.699
дослідженнях	исследованиях	0.708
досліджував	исследова	0.704
досліджувати	исследовать	0.720
досліджує	исследует	0.701
дослідив	исследова	0.678
дослідницький	исследовательский	0.690
дослідницьких	исследовательских	0.674
доставити	доставить	0.870
доставлений	доставлен	0.855
достатній	достаточной	0.751
достатньо	достаточно	0.824
достатньої	достаточной	0.740
достатньою	достаточной	0.738
достатню	достаточное	0.744
достеменно	достоверно	0.761
достовірно	достоверно	0.901
достроково	досрочно	0.753
доступний	доступный	0.899
доступним	доступным	0.845
доступними	доступными	0.885
доступних	доступных	0.872
доступні	доступны	0.871
доступність	доступность	0.884
доступною	доступной	0.888
доступу	доступа	0.876
досягає	достигает	0.770
досягається	достигается	0.817
досягала	достигала	0.844
досягали	достигали	0.837
досягати	достигать	0.794
досягають	достигают	0.801
досяг	достиг	0.799
досягла	достигла	0.836
досягли	достигли	0.831
досягло	достигло	0.817
досягне	достигнет	0.790
досягненні	достижении	0.717
досягнення	достижения	0.747
досягненням	достижением	0.718
досягненнями	достижениями	0.765
досягнень	достижений	0.722
досягнув	достигнув	0.761
досягнувши	достигнув	0.729
досягнута	достигнута	0.837
досягнути	достигнуть	0.786
досягнуті	достигнутые	0.750
досягнуто	достигнуто	0.821
досягти	достигнуть	0.710
дотримуватися	добиваться	0.676
дохід	доход	0.809
доходи	доходы	0.863
доходить	доходит	0.843
доходів	доходов	0.785
доходу	дохода	0.845
дочки	дочери	0.800
дочкою	дочерью	0.747
дочку	дочь	0.761
дочок	дочь	0.731
дочці	дочери	0.767
дошка	доска	0.844
дошки	доски	0.850
дошкільний	дошкольных	0.734
дошкільних	дошкольных	0.871
дошку	доску	0.764
дошці	доске	0.688
дощ	дождь	0.700
дощі	дожди	0.728
дощок	досок	0.845
дощу	дождя	0.673
дпу	гпу	0.786
драконів	драконов	0.900
драматичний	драматический	0.852
драматичних	драматических	0.856
драматичні	драматические	0.804
драматичного	драматического	0.843
драматичному	драматическом	0.780
драматургії	драматургии	0.919
драми	драмы	0.910
драмі	драме	0.877
драфті	драфте	0.819
древні	древние	0.866
древній	древний	0.903
древніх	древних	0.920
древнього	древнего	0.839
дрездені	дрездене	0.884
дріжджів	дрожжей	0.717
друга	другая	0.820
друге	круге	0.699
другий	другой	0.723
другі	другие	0.680
другого	второго	0.706
друг	подруга	0.676
другу	другую	0.776
дружби	дружбы	0.902
дружина	жена	0.719
дружини	графини	0.678
дружиною	женой	0.675
дружину	жену	0.704
дружні	дружи	0.753
дружніх	дружеских	0.727
друзів	друзей	0.842
друзі	друзья	0.823
друзям	друзьям	0.875
друзями	друзьями	0.887
дуби	дуб	0.785
дубовим	дубовыми	0.827
дубових	дубовых	0.873
дубові	дубовых	0.698
дует	дуэт	0.851
дуету	дуэта	0.771
дуже	даже	0.824
думав	думаю	0.806
думає	думает	0.845
думати	думать	0.872
думи	думы	0.808
думці	думали	0.685
дунаю	дунай	0.861
дусі	духе	0.757
духів	духов	0.849
духових	духовых	0.918
духовна	духовная	0.904
духовне	духовное	0.906
духовний	духовный	0.913
духовним	духовным	0.900
духовних	духовных	0.932
духовні	духовные	0.876
духовній	духовной	0.885
духовної	духовной	0.935
духовному	духовном	0.873
духовності	духовности	0.902
духовну	духовную	0.903
душі	души	0.892
дюймів	дюймов	0.851
дядька	дяди	0.776
дядько	дядя	0.741
дядьком	дедом	0.678
дяченко	дьяченко	0.794
евакуації	эвакуации	0.875
евакуацію	эвакуацию	0.860
евакуйований	эвакуирован	0.750
еванс	эванс	0.860
еволюції	эволюции	0.861
еволюцію	эволюцию	0.883
еволюція	эволюция	0.871
егейського	эгейского	0.863
егідою	эгидой	0.730
едварда	эдварда	0.886
едвардс	эдвардс	0.875
едвард	эдвард	0.890
едгара	эдгара	0.867
едгар	эдгар	0.842
едді	эдди	0.819
едіт	эдит	0.780
едмунд	эдмунд	0.866
едо	эдо	0.786
едуарда	эдуарда	0.903
едуард	эдуард	0.897
ейлера	эйлера	0.860
ейнштейна	эйнштейна	0.871
еквадору	эквадора	0.819
еквадор	эквадор	0.872
екватора	экватора	0.895
екваторіальної	экваториальной	0.806
еквівалентності	эквивалентно	0.698
еквівалент	эквивалент	0.852
екземпляри	экземпляры	0.881
екземплярів	экземпляров	0.862
екземпляр	экземпляр	0.885
екіпажем	экипажем	0.843
екіпажів	экипажи	0.766
екіпажі	экипажи	0.816
екіпажу	экипажа	0.816
екіпаж	экипаж	0.844
екології	экологии	0.844
екологічна	экологическая	0.753
екологічний	экологический	0.739
екологічних	экологических	0.808
екологічні	экологические	0.742
екологічного	экологического	0.799
екологічної	экологической	0.781
екологічно	экологически	0.744
екологія	экология	0.846
економії	экономии	0.836
економіка	экономика	0.828
економіки	экономики	0.914
економікою	экономикой	0.849
економіку	экономику	0.893
економіст	экономист	0.902
економіці	экономики	0.789
економічна	экономическая	0.780
економічне	экономическое	0.775
економічний	экономический	0.811
економічними	экономическими	0.778
економічним	экономическим	0.743
економічних	экономических	0.804
економічній	экономической	0.726
економічні	экономические	0.760
економічного	экономического	0.826
економічної	экономической	0.790
економічному	экономическом	0.719
економічну	экономику	0.784
екосистеми	экосистем	0.850
екосистем	экосистем	0.915
екрани	экраны	0.806
екранізації	экранизации	0.871
екранізація	экранизация	0.883
екрані	экране	0.834
екрану	экрана	0.818
екран	экран	0.865
екскурсії	экскурсии	0.867
експансії	экспансии	0.870
експедицією	экспедицией	0.833
експедиції	экспедиции	0.878
експедицій	экспедиций	0.895
експедицію	экспедицию	0.895
експедиціях	экспедициях	0.896
експедиція	экспедиция	0.899
експериментальна	экспериментальная	0.896
експериментальний	экспериментальный	0.913
експериментальних	экспериментальных	0.914
експериментальні	экспериментальные	0.887
експериментального	экспериментального	0.918
експериментальної	экспериментальной	0.910
експериментально	экспериментально	0.923
експерименти	эксперименты	0.884
експериментів	экспериментов	0.896
експерименту	эксперимента	0.871
експеримент	эксперимент	0.925
експертиза	экспертиза	0.881
експертизи	экспертизы	0.869
експерти	эксперты	0.864
експертів	экспертов	0.873
експертної	экспертной	0.842
експерт	эксперт	0.881
експлуатації	эксплуатации	0.896
експлуатацію	эксплуатацию	0.910
експлуатація	эксплуатация	0.898
експлуатується	эксплуатируется	0.773
експлуатуються	эксплуатируются	0.814
експозиції	экспозиции	0.872
експозицію	экспозицию	0.875
експозиція	экспозиция	0.893
експонати	экспонаты	0.883
експонатів	экспонатов	0.876
експорту	экспорта	0.850
експорт	экспорт	0.895
екстремальних	экстремальных	0.870
електрики	электрических	0.677
електрифікації	электрификации	0.855
електрична	электрическая	0.759
електричне	электрическое	0.758
електричний	электрический	0.810
електричним	электрическим	0.812
електричних	электрических	0.821
електричні	электрические	0.766
електричного	электрического	0.830
електричної	электрической	0.785
електричну	электрическую	0.768
електроенергії	электроэнергии	0.864
електромагнітних	электромагнитных	0.905
електромагнітного	электромагнитного	0.917
електрона	электрона	0.885
електрони	электроны	0.865
електронів	электронов	0.855
електроніка	электроника	0.890
електроніки	электроники	0.908
електронна	электронная	0.865
електронне	электронное	0.846
електронний	электронный	0.838
електронним	электронным	0.857
електронних	электронных	0.903
електронній	электронной	0.774
електронні	электронные	0.850
електронного	электронного	0.914
електронної	электронной	0.833
електронному	электронном	0.850
електронною	электронную	0.800
електрон	электрон	0.864
електрообладнання	электрооборудования	0.752
електропоїзди	электропоезда	0.814
електропоїздів	электропоездов	0.847
електропостачання	электроснабжения	0.715
електростанції	электростанции	0.895
електростанцій	электростанций	0.919
електростанція	электростанция	0.905
електротехніки	электротехники	0.914
елементами	элементами	0.879
елементарних	элементарных	0.892
елементах	элементах	0.876
елемента	элемента	0.886
елементи	элементы	0.871
елементів	элементов	0.863
елементом	элементом	0.877
елементу	элемента	0.826
елемент	элемент	0.886
елізабет	элизабет	0.893
еліс	элис	0.814
еліта	элита	0.802
еліти	элиты	0.786
ельзас	эльзас	0.816
ель	эль	0.792
емалі	эмали	0.816
емаллю	эмалью	0.799
емблема	эмблема	0.885
емблеми	эмблемы	0.856
емігрантів	эмигрантов	0.846
еміграції	эмиграции	0.819
еміграція	эмиграция	0.855
емігрував	эмигрирова	0.700
емігрувала	эмигрировала	0.779
емігрувати	эмигрировать	0.734
емілі	эмили	0.791
емілія	эмилия	0.795
еміль	эмиль	0.842
еміля	эмиля	0.831
емір	эмир	0.766
емісії	эмиссии	0.715
емі	эми	0.766
емма	эмма	0.847
емоції	эмоции	0.834
емоцій	эмоций	0.859
ендеміком	эндемик	0.767
ендемік	эндемик	0.854
енді	энди	0.792
ендрю	эндрю	0.878
енергетика	энергетика	0.910
енергетики	энергетики	0.932
енергетична	энергетика	0.757
енергетичний	энергетический	0.808
енергетичних	энергетических	0.820
енергетичні	энергетические	0.762
енергетичного	энергетического	0.816
енергетичної	энергетической	0.768
енергією	энергией	0.804
енергії	энергии	0.854
енергій	энергий	0.859
енергію	энергию	0.885
енергія	энергия	0.869
енн	энн	0.836
енріке	энрике	0.840
енріко	энрико	0.821
ентоні	энтони	0.858
енциклопедичний	энциклопедический	0.715
енциклопедії	энциклопедии	0.818
енциклопедія	энциклопедия	0.842
еом	эвм	0.711
епідемії	эпидемии	0.818
епідемія	эпидемия	0.834
епізодах	эпизодах	0.848
епізоди	эпизоды	0.825
епізодів	эпизодов	0.823
епізоді	эпизоде	0.810
епізоду	эпизода	0.793
епізод	эпизод	0.845
епосу	эпоса	0.792
епос	эпос	0.847
епоха	эпоха	0.868
епохи	эпохи	0.879
епоху	эпоху	0.872
епох	эпох	0.861
ера	эра	0.773
ери	эры	0.731
еріка	эрика	0.826
ерік	эрик	0.818
еріх	эрих	0.799
ермітаж	эрмитаж	0.855
ернест	эрнест	0.861
ернста	эрнста	0.890
ернст	эрнст	0.881
ерозії	эрозии	0.817
есеїст	эссеист	0.792
есерів	эсеров	0.818
есе	эссе	0.752
ескадра	эскадра	0.910
ескадрильї	эскадрильи	0.862
ескадрилья	эскадрилья	0.886
ескадри	эскадры	0.853
есмінець	эсминец	0.800
есмінців	эсминцев	0.828
есперанто	эсперанто	0.881
естафеті	эстафете	0.795
естетики	эстетики	0.906
естонії	эстонии	0.803
естонія	эстония	0.842
естонський	эстонский	0.824
естонської	эстонской	0.802
естради	эстрады	0.846
етапах	этапах	0.835
етапи	этапы	0.809
етапів	этапов	0.800
етапі	этапе	0.781
етапом	этапом	0.853
етапу	этапа	0.777
етап	этап	0.854
етика	этика	0.875
етики	этики	0.864
етимологія	этимология	0.832
етнічний	этнический	0.732
етнічних	этнических	0.765
етнічні	этнические	0.687
етнічного	этнического	0.769
етнічної	этнической	0.719
етнографії	этнографии	0.875
етнографічний	этнографический	0.809
етнографічних	этнографических	0.810
етнографічні	этнографические	0.782
етнограф	этнограф	0.904
етнології	этнологии	0.852
етносу	этноса	0.827
ефективна	эффективная	0.813
ефективне	эффективное	0.814
ефективний	эффективный	0.851
ефективним	эффективным	0.827
ефективних	эффективных	0.841
ефективність	эффективность	0.854
ефективні	эффективные	0.805
ефективного	эффективного	0.886
ефективної	эффективной	0.843
ефективності	эффективности	0.885
ефективно	эффективно	0.873
ефекти	эффекты	0.775
ефектів	эффектов	0.781
ефектом	эффектом	0.809
ефекту	эффекта	0.773
ефект	эффект	0.808
ефіопія	эфиопия	0.833
ефірі	эфире	0.781
ефіру	эфира	0.748
ефір	эфир	0.812
ешлі	эшли	0.801
єва	ева	0.919
євангеліє	евангелие	0.931
євангелія	евангелия	0.924
євгена	евгения	0.809
євген	евгений	0.843
євгеній	евгений	0.900
євгенія	евгения	0.911
євгенович	евгеньевич	0.871
євгеном	евгением	0.800
євпаторії	евпатории	0.894
євразії	евразии	0.889
євреїв	евреев	0.902
євреї	евреи	0.925
єврей	еврей	0.908
єврейська	еврейская	0.846
єврейське	еврейское	0.839
єврейський	еврейский	0.908
єврейських	еврейских	0.913
єврейські	еврейские	0.832
єврейській	еврейской	0.821
єврейського	еврейского	0.918
єврейської	еврейской	0.867
євреям	евреям	0.935
євреями	евреями	0.939
євробачення	евровидения	0.746
євро	евро	0.897
єврокубках	еврокубках	0.928
євромайдану	евромайдана	0.885
європа	европа	0.915
європарламенту	европарламента	0.920
європейська	европейская	0.867
європейське	европейское	0.780
європейський	европейский	0.929
європейським	европейским	0.896
європейськими	европейскими	0.891
європейських	европейских	0.938
європейські	европейские	0.860
європейській	европейской	0.810
європейського	европейского	0.917
європейської	европейской	0.869
європейському	европейском	0.831
європейською	европейской	0.767
європейську	европейскую	0.834
європейців	европейцев	0.910
європейці	европейцы	0.903
європейцями	европейцами	0.896
європи	европы	0.905
європі	европе	0.900
європою	европой	0.835
європу	европу	0.938
євросоюзу	евросоюза	0.898
єгипет	египет	0.961
єгипетський	египетский	0.905
єгипетських	египетских	0.900
єгипетські	египетские	0.845
єгипетського	египетского	0.916
єгипетської	египетской	0.876
єгипті	египте	0.891
єгиптом	египтом	0.940
єгипту	египта	0.878
єгиптян	египтян	0.964
єгиптяни	египтяне	0.890
єгор	егор	0.925
єдина	единая	0.744
єдине	единое	0.757
єдиний	единый	0.743
єдиним	единым	0.766
єдиними	одними	0.722
єдиній	единой	0.752
єдині	одни	0.674
єдиного	единого	0.916
єдиної	единой	0.890
єдиному	едином	0.779
єдину	единую	0.841
єдність	единство	0.735
єдності	единства	0.717
єжи	ежи	0.886
єзуїтів	иезуитов	0.810
єкатеринбург	екатеринбург	0.891
єлизавета	елизавета	0.975
єлизавети	елизаветы	0.928
ємену	йемена	0.802
ємність	ёмкость	0.764
ємністю	ёмкостью	0.711
ємності	ёмкости	0.807
єпархією	епархией	0.871
єпархії	епархии	0.900
єпархій	епархий	0.914
єпархію	епархию	0.882
єпархія	епархия	0.893
єпископа	епископа	0.963
єпископ	епископ	0.929
єпископи	епископы	0.916
єпископів	епископов	0.922
єпископом	епископом	0.943
єреван	ереван	0.879
єрусалима	иерусалима	0.868
єрусалим	иерусалим	0.877
єрусалимського	иерусалимского	0.860
єрусалиму	иерусалима	0.827
жанри	жанры	0.903
жанрів	жанров	0.882
жанрі	жанре	0.850
жанром	жанров	0.815
жахів	ужасов	0.734
жах	ужас	0.736
женеві	женеве	0.891
жеребкування	жеребьёвка	0.683
жертви	жертвы	0.898
жертвою	жертвой	0.894
живе	живет	0.854
жив	жи	0.830
живий	живой	0.738
живим	живым	0.867
живими	живыми	0.869
живих	живых	0.892
живі	живые	0.793
живіт	живот	0.834
живої	живой	0.832
живописець	живописец	0.909
живопис	живопись	0.896
живописі	живописи	0.893
живописом	живописью	0.839
живопису	живописи	0.917
живописця	живописца	0.892
животі	животе	0.859
живою	живой	0.750
живу	живую	0.799
жир	жира	0.785
жирним	жирным	0.792
жирних	жирных	0.855
жиронда	гаронна	0.682
жиру	жира	0.831
жителів	жителей	0.805
жителі	жители	0.864
жити	жить	0.858
житла	жилища	0.704
житловий	жилой	0.815
житлових	жилых	0.750
житлові	жилые	0.744
житлового	жилого	0.824
житлово-комунального	жилищно-коммунального	0.849
житло	жильё	0.687
житомира	житомир	0.819
житомирі	житомир	0.788
житомирська	житомирская	0.774
житомирський	житомирской	0.735
житомирській	житомирской	0.768
житомирського	житомирской	0.762
житомирської	житомирской	0.845
життєвий	жизненный	0.701
життєвих	жизненных	0.711
життєвого	жизненного	0.755
життєво	жизненно	0.738
життєдіяльності	жизнедеятельности	0.815
житті	жизни	0.687
життя	жизни	0.682
жінка	жена	0.697
жінкам	женщинам	0.720
жінками	женщинами	0.751
жінки	женщины	0.696
жінкою	женщиной	0.682
жінку	жену	0.726
жіноча	женская	0.714
жіноче	женское	0.710
жіночий	женский	0.778
жіночих	женских	0.778
жіночі	женские	0.711
жіночого	женского	0.757
жіночому	женском	0.685
жіночу	женскую	0.702
жовта	жёлтая	0.735
жовте	жёлтое	0.704
жовтень	осень	0.671
жовтий	жёлтый	0.739
жовтим	жёлтым	0.737
жовтими	жёлтыми	0.751
жовтих	жёлтых	0.731
жовтого	жёлтого	0.817
жовтої	жёлтой	0.715
жоден	один	0.676
жодна	одна	0.769
жодних	одних	0.743
жодного	одного	0.760
жодному	одном	0.706
жорсткий	жёсткий	0.805
жорстким	жёстким	0.821
жорстких	жёстких	0.806
жорсткі	жёсткие	0.738
жорсткого	жёсткого	0.823
жорстко	жёстко	0.809
жорстокий	жестокий	0.844
жорстоких	жестоких	0.842
жорстокі	жестокие	0.769
жорстокість	жестокость	0.818
жорстокого	жестокого	0.846
жорстоко	жестоко	0.828
жуків	жуков	0.748
журі	жюри	0.818
журнали	журналы	0.913
журналів	журналов	0.896
журналі	журнале	0.879
журналіста	журналиста	0.937
журналісти	журналисты	0.913
журналістика	журналистика	0.937
журналістики	журналистики	0.957
журналістів	журналистов	0.910
журналістка	журналистка	0.940
журналістом	журналистом	0.935
журналу	журнала	0.883
заарештований	арестован	0.771
заарештовані	арестованы	0.779
заарештовано	арестовали	0.733
забезпеченні	обеспечении	0.756
забезпеченням	обеспечением	0.766
забезпечення	обеспечения	0.813
забезпечив	обеспечив	0.782
забезпечила	обеспечила	0.829
забезпечили	обеспечили	0.820
забезпечило	обеспечило	0.819
забезпечити	обеспечить	0.781
забезпечував	обеспечива	0.749
забезпечувала	обеспечивала	0.800
забезпечували	обеспечивали	0.793
забезпечувало	обеспечивало	0.791
забезпечувати	обеспечивать	0.763
забезпечує	обеспечивает	0.688
забезпечується	обеспечивается	0.720
забезпечують	обеспечивают	0.694
забезпечуючи	обеспечивая	0.685
забивши	забив	0.810
забирає	забирает	0.870
забирали	забрали	0.778
забитим	забитым	0.861
забитими	забитым	0.792
забитих	забитых	0.893
заболочена	заболоченные	0.738
заболочені	заболоченные	0.783
заборона	запрета	0.692
заборонена	запрещена	0.747
заборонені	запрещены	0.718
заборонено	запрещено	0.750
заборонив	запрети	0.707
заборони	запрета	0.675
заборонили	запретили	0.742
заборонити	запретить	0.726
забороняється	запрещается	0.727
заборонялося	запрещалось	0.708
забрав	забра	0.838
забрала	забрали	0.772
забрати	забрать	0.875
забруднення	загрязнения	0.774
забудова	застройка	0.698
забудована	застроена	0.726
забудови	застройки	0.690
забудову	застройку	0.693
забути	забыть	0.786
завадило	заставило	0.704
завгодно	угодно	0.790
завдала	нанесла	0.680
завдали	нанесли	0.683
завдання	задания	0.778
завданням	заданием	0.728
завданнями	задачами	0.756
завдань	задач	0.772
завершене	завершено	0.893
завершений	завершен	0.844
завершені	завершены	0.874
завершенні	завершении	0.738
завершенню	завершения	0.819
завершення	завершения	0.896
завершенням	завершением	0.820
завершився	завершился	0.883
завершивши	завершив	0.846
завершилася	завершилась	0.897
завершилися	завершились	0.880
завершилося	завершилось	0.885
завершити	завершить	0.871
завершує	завершает	0.819
завершується	завершается	0.847
завідував	заведова	0.796
завідувача	заведова	0.686
завідувачем	заведующим	0.741
завідувач	заведова	0.733
завідуючий	заведующий	0.841
завідуючим	заведующим	0.837
завіту	завета	0.805
заводи	заводы	0.904
заводів	заводов	0.904
заводі	заводе	0.896
заводський	заводской	0.792
заводу	завода	0.901
заволодіти	завладеть	0.773
заворушення	волнения	0.682
завоював	завоевав	0.860
завоювала	завоевала	0.883
завоювали	завоевали	0.902
завоювання	завоевания	0.857
завоювати	завоевать	0.846
загарбниками	захватчиками	0.699
загарбників	захватчиков	0.699
загибель	гибель	0.841
загиблим	погибшим	0.755
загиблих	погибших	0.785
загиблого	погибшего	0.719
загинула	погибла	0.752
загинули	погибли	0.719
загинуло	погибло	0.738
загонами	отрядами	0.680
загострені	заострённые	0.702
загострення	обострения	0.782
загребі	загребе	0.841
загрожує	угрожает	0.698
загрози	угрозы	0.699
загрозою	угрозой	0.760
загроз	угроз	0.719
загрозу	угрозу	0.814
задає	задаёт	0.782
задається	задаётся	0.831
заданих	заданных	0.847
заданого	заданного	0.911
заданої	заданной	0.849
задачею	задачей	0.811
задачі	задачи	0.881
задні	задние	0.852
задній	задний	0.873
заднім	задним	0.884
задніх	задних	0.908
заднього	заднего	0.833
задньої	задней	0.768
задньому	заднем	0.764
задню	заднюю	0.881
задня	задняя	0.884
задовго	задолго	0.885
задум	задума	0.771
заєць	заяц	0.762
заздалегідь	заранее	0.690
зазнала	заняла	0.675
зазнали	заняли	0.700
зазначив	заявив	0.677
займав	занима	0.732
займався	занимался	0.773
займає	занимает	0.750
займається	занимается	0.771
займала	занимала	0.832
займалась	занималась	0.820
займалася	занималась	0.773
займали	занимали	0.836
займались	занимались	0.786
займалися	занимались	0.787
займало	занимало	0.813
займалося	занималось	0.771
займати	занимать	0.768
займатись	заниматься	0.723
займатися	заниматься	0.764
займають	занимают	0.783
займаються	занимаются	0.795
займаючи	занимая	0.677
займаючись	занимаясь	0.702
зайняв	заняв	0.846
зайнявся	занялся	0.804
зайнявши	заняв	0.797
зайняла	заняла	0.906
зайняли	заняли	0.896
зайнята	занята	0.877
зайняти	занять	0.799
